date,origin,destination,commodity,vessel_type,vessel_size,freight_rate,fuel_price,demand_index,supply_index,port_congestion_index
2024-06-19,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.53,499.32,139.47,88.67,38.32
2024-06-20,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,81.93,496.09,139.89,88.47,38.81
2024-06-21,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,81.75,493.1,138.96,88.01,38.52
2024-06-22,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,81.48,494.33,138.77,88.51,38.52
2024-06-23,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,81.49,494.45,138.87,87.89,37.34
2024-06-24,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,81.53,494.85,138.92,87.8,37.2
2024-06-25,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,81.33,492.89,139.19,87.74,37.4
2024-06-26,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,81.45,492.89,138.58,88.19,37.43
2024-06-27,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,81.87,495.92,138.55,87.88,37.81
2024-06-28,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.63,497.19,138.74,87.5,37.77
2024-06-29,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.5,497.47,139.17,87.49,37.81
2024-06-30,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.29,496.85,138.62,88.08,37.14
2024-07-01,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.12,496.28,138.34,89.26,36.99
2024-07-02,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.88,493.12,136.65,88.76,36.06
2024-07-03,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.95,493.54,136.2,88.99,35.21
2024-07-04,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.88,494.84,135.81,88.5,34.68
2024-07-05,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.8,492.5,135.12,89.11,35.11
2024-07-06,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.09,491.54,135.14,88.64,35.01
2024-07-07,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.3,489.83,135.02,88.32,35.07
2024-07-08,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.35,488.42,133.58,88.24,34.5
2024-07-09,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.66,488.53,133.63,88.2,33.8
2024-07-10,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.23,485.43,132.98,88.46,34.01
2024-07-11,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.36,486.38,133.18,88.67,33.19
2024-07-12,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.49,487.54,132.32,88.8,32.76
2024-07-13,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.52,487.19,132.25,88.14,32.71
2024-07-14,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.17,483.5,131.98,88.55,32.74
2024-07-15,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.15,482.04,132.07,88.51,32.47
2024-07-16,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.72,483.92,132.05,89.09,31.73
2024-07-17,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.77,479.78,131.79,88.77,31.35
2024-07-18,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.72,479.29,130.77,88.13,30.79
2024-07-19,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.76,477.55,129.78,88.26,30.24
2024-07-20,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.54,478.79,129.33,88.97,30.51
2024-07-21,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.25,477.8,129.21,89.07,30.0
2024-07-22,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.16,478.44,128.74,89.04,30.0
2024-07-23,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.06,479.32,129.01,88.57,30.13
2024-07-24,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.23,482.1,128.73,89.49,30.44
2024-07-25,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.42,481.83,128.04,89.08,30.22
2024-07-26,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.37,482.42,127.76,88.76,30.46
2024-07-27,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.03,480.22,127.78,89.04,30.4
2024-07-28,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.87,482.04,127.86,88.1,30.59
2024-07-29,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.19,480.93,128.87,88.58,30.24
2024-07-30,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.76,480.12,128.35,88.97,29.06
2024-07-31,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.76,480.12,128.19,89.45,29.17
2024-08-01,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.44,477.8,128.32,89.71,29.38
2024-08-02,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.21,478.17,128.18,89.65,29.53
2024-08-03,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.36,479.66,127.76,89.18,29.22
2024-08-04,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.95,480.12,126.71,89.27,29.55
2024-08-05,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.03,477.77,126.28,88.84,29.26
2024-08-06,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.27,477.62,125.51,89.2,29.23
2024-08-07,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.15,478.76,124.34,89.78,29.18
2024-08-08,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.35,475.97,123.74,90.61,29.72
2024-08-09,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.11,474.39,122.98,90.91,29.4
2024-08-10,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.6,475.73,123.2,91.34,29.19
2024-08-11,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.27,476.17,123.43,91.16,28.65
2024-08-12,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.84,476.82,122.76,91.02,29.1
2024-08-13,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.27,479.64,122.47,91.3,29.2
2024-08-14,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.78,480.37,121.22,91.29,29.07
2024-08-15,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.31,481.39,120.79,91.49,30.21
2024-08-16,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.7,485.48,120.9,90.94,30.37
2024-08-17,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.58,485.19,121.26,90.45,29.94
2024-08-18,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.42,484.02,120.7,90.85,29.72
2024-08-19,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.66,484.7,121.19,91.22,29.45
2024-08-20,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.8,485.39,120.15,90.88,29.03
2024-08-21,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.93,484.62,119.26,91.35,28.65
2024-08-22,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.72,483.11,119.55,91.04,28.49
2024-08-23,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.28,486.6,120.42,90.92,28.15
2024-08-24,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.45,487.12,120.58,91.6,28.82
2024-08-25,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.27,486.05,120.42,92.03,28.9
2024-08-26,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.76,487.46,118.96,92.65,28.45
2024-08-27,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.19,487.32,117.61,93.81,28.41
2024-08-28,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.64,486.97,117.55,93.46,28.59
2024-08-29,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.65,487.85,117.2,93.02,28.61
2024-08-30,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,82.91,485.94,116.4,92.78,28.68
2024-08-31,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.01,486.5,116.3,92.67,28.71
2024-09-01,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.12,489.4,116.23,91.5,28.96
2024-09-02,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.8,490.13,116.66,91.33,29.37
2024-09-03,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.39,489.59,116.61,91.07,29.42
2024-09-04,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.36,488.86,117.21,91.37,29.48
2024-09-05,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.21,488.28,117.07,91.57,30.06
2024-09-06,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.96,487.93,116.87,91.3,29.82
2024-09-07,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.67,487.39,117.37,91.52,30.1
2024-09-08,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.11,488.79,116.65,91.99,30.09
2024-09-09,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.44,486.22,118.2,91.37,30.23
2024-09-10,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.04,487.55,118.29,91.11,29.93
2024-09-11,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.76,490.93,118.38,89.98,29.81
2024-09-12,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.38,495.44,118.57,89.41,29.66
2024-09-13,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.04,497.7,119.56,88.89,29.33
2024-09-14,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.07,503.64,119.9,88.88,29.15
2024-09-15,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.09,509.46,118.8,88.57,28.98
2024-09-16,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.45,514.84,119.51,88.21,29.67
2024-09-17,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.03,516.52,119.18,87.64,29.81
2024-09-18,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.91,521.71,119.11,87.74,28.75
2024-09-19,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.54,526.27,118.22,88.09,28.78
2024-09-20,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.5,527.81,118.4,88.26,28.61
2024-09-21,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.69,531.72,117.88,88.34,28.66
2024-09-22,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.31,536.22,117.82,87.58,28.63
2024-09-23,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.03,541.0,117.52,87.32,28.48
2024-09-24,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.09,545.21,118.55,86.96,28.7
2024-09-25,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.32,549.6,119.62,86.6,28.96
2024-09-26,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.23,555.76,119.52,86.65,29.47
2024-09-27,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.39,561.55,119.44,87.38,29.44
2024-09-28,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.99,561.19,119.09,87.83,29.79
2024-09-29,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.03,564.67,119.64,87.26,30.3
2024-09-30,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.21,568.37,119.32,87.64,30.49
2024-10-01,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.47,569.69,118.95,88.02,29.68
2024-10-02,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.53,573.78,119.42,87.55,30.25
2024-10-03,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.89,579.6,118.98,88.04,29.95
2024-10-04,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.59,581.92,118.85,87.98,30.21
2024-10-05,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.48,488.41,117.78,87.43,29.55
2024-10-06,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,83.88,487.06,118.1,87.61,29.16
2024-10-07,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.3,486.09,119.15,87.56,30.21
2024-10-08,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.93,488.33,119.48,87.4,29.91
2024-10-09,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.45,487.55,120.25,87.26,30.56
2024-10-10,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.85,488.27,119.63,87.0,30.45
2024-10-11,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.18,485.49,119.67,87.3,30.3
2024-10-12,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.47,488.32,119.0,87.38,30.11
2024-10-13,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.23,489.25,118.77,87.49,29.53
2024-10-14,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.61,489.01,119.13,87.62,29.62
2024-10-15,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.79,489.9,119.1,87.05,29.18
2024-10-16,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.3,487.82,118.15,86.74,28.78
2024-10-17,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.95,489.62,117.27,85.77,28.93
2024-10-18,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.29,489.16,116.35,86.19,28.8
2024-10-19,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.14,488.89,116.56,85.55,28.26
2024-10-20,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.71,488.18,117.71,85.44,28.89
2024-10-21,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.33,487.34,118.44,85.52,29.07
2024-10-22,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.41,488.41,117.21,86.01,28.55
2024-10-23,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.11,488.83,117.98,85.29,29.04
2024-10-24,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.71,489.83,118.47,85.18,29.09
2024-10-25,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.7,489.85,117.46,86.17,28.37
2024-10-26,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.33,490.65,117.2,87.06,29.05
2024-10-27,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.32,490.05,117.78,87.47,29.19
2024-10-28,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.96,493.43,118.04,87.6,29.22
2024-10-29,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,84.71,491.1,117.18,87.23,28.84
2024-10-30,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.27,493.03,117.48,87.54,29.39
2024-10-31,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.14,495.11,116.13,87.67,28.84
2024-11-01,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.27,493.86,115.93,87.98,28.17
2024-11-02,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.87,497.23,116.55,87.57,28.06
2024-11-03,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,86.01,498.76,116.51,87.49,28.58
2024-11-04,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,86.27,500.24,116.15,87.62,28.82
2024-11-05,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,86.27,500.32,116.63,87.67,28.84
2024-11-06,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,86.22,500.02,117.16,87.84,29.52
2024-11-07,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,85.82,499.74,117.89,87.44,30.0
2024-11-08,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,86.54,500.35,118.37,86.7,30.01
2024-11-09,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.24,502.48,118.97,87.42,30.1
2024-11-10,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.06,502.79,119.36,88.61,30.33
2024-11-11,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,86.87,501.45,119.48,88.81,30.02
2024-11-12,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.15,502.71,119.49,88.15,30.03
2024-11-13,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.07,504.13,119.31,87.79,30.11
2024-11-14,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.45,505.14,118.55,88.16,29.24
2024-11-15,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.59,506.29,117.94,88.92,29.01
2024-11-16,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.51,505.91,117.74,88.34,28.84
2024-11-17,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.73,504.55,117.85,88.26,29.28
2024-11-18,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.01,503.27,118.69,88.24,28.75
2024-11-19,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.29,500.85,118.64,88.68,28.59
2024-11-20,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.07,501.24,119.22,88.42,28.54
2024-11-21,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.14,501.14,119.85,87.54,29.08
2024-11-22,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.11,500.51,119.69,87.88,29.03
2024-11-23,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.54,496.11,120.04,88.39,29.83
2024-11-24,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.53,494.27,119.88,88.37,30.05
2024-11-25,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.48,495.98,120.66,88.45,30.09
2024-11-26,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.91,495.01,121.03,88.16,30.28
2024-11-27,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.73,495.58,120.31,87.85,29.95
2024-11-28,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.8,493.53,120.41,88.35,30.32
2024-11-29,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.9,495.71,121.39,88.39,30.04
2024-11-30,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.03,495.53,121.29,88.65,29.68
2024-12-01,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.78,495.99,121.56,89.36,29.93
2024-12-02,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.28,499.51,121.89,88.78,30.5
2024-12-03,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.08,501.82,121.28,88.6,29.47
2024-12-04,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.39,501.39,121.6,88.63,30.1
2024-12-05,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.18,500.53,120.77,88.47,29.84
2024-12-06,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.56,500.07,120.41,88.92,28.99
2024-12-07,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,86.87,500.86,121.08,88.73,27.96
2024-12-08,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,86.79,500.74,121.31,88.19,27.4
2024-12-09,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.18,500.17,121.15,88.25,27.36
2024-12-10,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,86.88,502.4,121.44,88.29,27.4
2024-12-11,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.3,502.26,121.43,88.76,27.65
2024-12-12,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.03,505.74,121.47,88.95,27.44
2024-12-13,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.13,505.91,121.9,89.12,27.11
2024-12-14,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.11,508.62,121.49,89.34,26.84
2024-12-15,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.26,509.18,121.56,89.24,26.87
2024-12-16,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.28,510.66,121.41,88.9,26.93
2024-12-17,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.63,509.6,120.5,89.18,26.38
2024-12-18,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.57,508.35,119.99,89.09,26.62
2024-12-19,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.91,509.07,120.97,89.79,26.61
2024-12-20,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.84,510.58,121.25,90.42,26.33
2024-12-21,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.0,510.67,120.51,90.85,25.93
2024-12-22,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.92,508.77,119.64,91.17,26.14
2024-12-23,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.98,506.76,119.62,91.12,26.09
2024-12-24,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.97,504.65,120.62,90.34,26.06
2024-12-25,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.79,502.03,120.56,90.24,26.41
2024-12-26,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.82,502.22,121.41,90.17,27.48
2024-12-27,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.57,503.94,121.68,90.24,27.64
2024-12-28,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.8,503.95,122.03,90.42,28.22
2024-12-29,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.1,500.59,121.29,91.0,28.45
2024-12-30,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.44,500.33,121.93,90.55,28.36
2024-12-31,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.71,500.12,121.8,90.23,28.34
2025-01-01,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.66,503.29,122.33,90.88,27.96
2025-01-02,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.51,501.14,121.92,91.32,27.78
2025-01-03,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.37,500.58,122.1,91.1,27.57
2025-01-04,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.81,503.17,122.39,91.01,27.48
2025-01-05,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.83,503.88,122.37,90.96,27.18
2025-01-06,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.25,504.75,122.7,90.92,27.15
2025-01-07,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.48,504.95,122.62,91.17,27.34
2025-01-08,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.19,505.48,122.32,92.48,27.22
2025-01-09,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.2,506.67,123.37,92.42,26.73
2025-01-10,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.79,505.49,124.09,92.64,26.61
2025-01-11,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.23,506.84,123.72,91.86,25.91
2025-01-12,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.31,504.81,124.15,91.55,26.12
2025-01-13,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.72,505.33,123.8,92.22,26.23
2025-01-14,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,87.98,505.63,123.19,92.51,26.18
2025-01-15,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.87,504.73,123.91,90.21,26.05
2025-01-16,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.97,504.73,122.98,90.68,25.91
2025-01-17,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.24,503.83,123.64,91.54,25.89
2025-01-18,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.63,502.25,123.59,90.55,25.42
2025-01-19,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.25,501.75,123.57,91.32,25.71
2025-01-20,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.92,500.12,123.92,89.88,26.13
2025-01-21,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.81,500.64,124.37,90.28,26.62
2025-01-22,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.32,498.94,123.99,90.33,26.28
2025-01-23,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.4,500.04,124.53,89.08,26.89
2025-01-24,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.89,498.3,124.71,89.27,26.74
2025-01-25,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,88.76,497.48,124.07,89.94,26.84
2025-01-26,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.23,496.57,124.08,90.12,26.64
2025-01-27,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.09,498.59,125.02,90.27,26.78
2025-01-28,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.5,499.11,126.15,89.9,26.1
2025-01-29,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.36,498.83,126.69,88.89,26.11
2025-01-30,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.25,499.6,126.1,89.32,26.0
2025-01-31,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.11,496.47,126.51,90.13,25.94
2025-02-01,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.7,496.44,127.15,90.6,26.8
2025-02-02,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.86,499.47,127.7,89.53,26.47
2025-02-03,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.42,499.69,128.3,88.68,26.4
2025-02-04,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.59,499.83,128.64,88.21,26.12
2025-02-05,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,89.55,500.68,128.72,87.4,25.92
2025-02-06,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,90.09,502.05,128.48,87.46,26.27
2025-02-07,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,90.53,499.08,127.47,87.8,26.61
2025-02-08,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,90.31,496.59,127.8,87.04,26.41
2025-02-09,USA Gulf,East Coast India,Coal,Panamax,65000-80000 DWT,90.34,496.94,128.05,87.39,26.18
